class,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125
flour,0.3911731,0.3641975,0.3339638,0.314206,0.2873157,0.2621999,0.2435676,0.2348412,0.2341062,0.2347926,0.2431127,0.2504517,0.2550559,0.2580892,0.2590354,0.258666,0.2561035,0.2564866,0.25166,0.2496436,0.2455309,0.2412703,0.2385677,0.2361231,0.2327087,0.2292651,0.2260797,0.2248387,0.2229643,0.2207211,0.2202053,0.2204818,0.2205162,0.2220449,0.2235866,0.2293288,0.2392356,0.2547294,0.273499,0.2930022,0.3125673,0.3287603,0.3427149,0.3550946,0.3668111,0.3773175,0.3862211,0.3909968,0.3929482,0.3905994,0.3832664,0.3719173,0.3610798,0.3521779,0.3454108,0.341616,0.338989,0.3363393,0.3346914,0.3330402,0.3309256,0.329166,0.3281211,0.3278857,0.3284362,0.3313043,0.3362594,0.3427143,0.3514642,0.3620185,0.3737707,0.3855614,0.3972147,0.4077619,0.4178295,0.4282776,0.4393304,0.4534774,0.473085,0.498144,0.5256496,0.5546286,0.5859357,0.6151313,0.638474,0.6568105,0.669055,0.677177,0.6819248,0.6843102,0.6853268,0.6847621,0.6829296,0.6794335,0.6757395,0.6713898,0.6661968,0.6618078,0.6569682,0.6519778,0.6479118,0.6445519,0.6412206,0.638457,0.6362271,0.6342165,0.632264,0.6303301,0.6279979,0.6251611,0.6214342,0.616901,0.6115955,0.6057338,0.5991319,0.5925592,0.5858206,0.58008,0.5746517,0.5687351,0.5624343,0.5568392,0.5526793,0.5495948,0.5473662
flour,0.4022667,0.3760866,0.352135,0.3307076,0.3062043,0.2809151,0.2655836,0.2577238,0.2569078,0.2603315,0.2681795,0.2745742,0.277825,0.2812676,0.2816062,0.2816559,0.2808408,0.279927,0.2753347,0.2718988,0.2688538,0.2645625,0.2611753,0.2583161,0.254744,0.2506629,0.2488575,0.24664,0.2446794,0.2426082,0.2415438,0.2421648,0.2417445,0.2424171,0.2444716,0.2501578,0.259813,0.2748073,0.2927031,0.3100961,0.3283064,0.3433497,0.3550049,0.3663204,0.3768162,0.3847167,0.3906806,0.3926308,0.3917314,0.3892845,0.3829982,0.3741562,0.3675314,0.360952,0.3563116,0.3540092,0.3517288,0.3499275,0.3487599,0.3471987,0.3454164,0.3436682,0.342269,0.3419456,0.3427348,0.3453754,0.3503487,0.3566944,0.3650382,0.3755603,0.3867992,0.3982966,0.4092886,0.4189633,0.4279601,0.43673,0.4455115,0.4568799,0.4742036,0.4986293,0.5261058,0.554011,0.5841745,0.6135352,0.6369165,0.6550648,0.6677119,0.6764535,0.6816761,0.6846232,0.686125,0.6865941,0.6854355,0.6819518,0.678435,0.6746149,0.6695382,0.6643277,0.6597173,0.6552114,0.6503308,0.6469808,0.6432701,0.6404411,0.6385125,0.6368259,0.6350776,0.6333038,0.630871,0.6278424,0.6240168,0.619286,0.6135986,0.6078894,0.6010137,0.5945817,0.5878044,0.5816365,0.5758216,0.5696666,0.5631486,0.5574851,0.5529397,0.549548,0.5467975
flour,0.4127391,0.3876139,0.3592819,0.3396667,0.3103614,0.2887031,0.2719943,0.2634759,0.2647256,0.2681064,0.2730823,0.2802056,0.2861089,0.2888698,0.2875628,0.2881152,0.2873721,0.2853628,0.2819366,0.2776546,0.273502,0.2698166,0.2665254,0.2643651,0.2599474,0.2558082,0.2543075,0.25253,0.2497593,0.2471372,0.2472254,0.2474503,0.2464259,0.2474921,0.249655,0.2550791,0.2648024,0.2790875,0.2968748,0.3148489,0.3329032,0.3474066,0.3586193,0.3695967,0.3795419,0.387486,0.3934245,0.3946532,0.3938806,0.3907963,0.3844539,0.3765741,0.3701529,0.3645835,0.3595943,0.3572239,0.3551907,0.3532322,0.3523322,0.3505985,0.3488348,0.3466143,0.3455447,0.3453634,0.3461297,0.3488125,0.3538549,0.359972,0.3683806,0.3786348,0.3899006,0.401241,0.4122193,0.4220081,0.43088,0.4395197,0.448084,0.4592024,0.4759994,0.500158,0.5281571,0.5567316,0.5863413,0.6156417,0.6392616,0.6571406,0.6708938,0.678839,0.6846242,0.6873159,0.689143,0.6894333,0.6882748,0.6848028,0.6813635,0.6777824,0.6723914,0.6676267,0.6626676,0.6579396,0.6533386,0.6495379,0.6462336,0.642947,0.6410452,0.6391924,0.6376167,0.6353586,0.6331994,0.6300622,0.6262823,0.6217089,0.6159388,0.6101945,0.603243,0.5966164,0.5897937,0.5838868,0.5779303,0.5715663,0.5649828,0.5594177,0.554799,0.551236,0.5488276
flour,0.3873968,0.3615974,0.3335538,0.3160369,0.2878804,0.2631084,0.2488476,0.2402175,0.2390963,0.2417408,0.2464005,0.2533819,0.2590407,0.2612471,0.2623385,0.2612207,0.2596938,0.2583607,0.2549212,0.2508232,0.247741,0.2454245,0.2406356,0.2390023,0.2341454,0.2308593,0.2291691,0.2272395,0.2242927,0.2216566,0.2216457,0.2221721,0.2212417,0.2225236,0.2245706,0.2297989,0.2389887,0.2529089,0.2712656,0.2886278,0.3065396,0.3218482,0.3327412,0.3450256,0.3553008,0.3643174,0.3709159,0.373814,0.3747353,0.3721292,0.3646194,0.3541203,0.3463031,0.3388937,0.3337111,0.3307342,0.3286684,0.3267076,0.3254349,0.3238196,0.3223292,0.320364,0.3191155,0.3185113,0.3192459,0.3217842,0.3267889,0.3327936,0.3410127,0.3513393,0.3624894,0.3733837,0.3842644,0.3943063,0.4030681,0.4128271,0.4222323,0.4344516,0.4523887,0.4763648,0.5037791,0.5317744,0.5623324,0.5908016,0.6137436,0.6311833,0.644729,0.652775,0.6577608,0.660297,0.6615682,0.6615885,0.6601256,0.6572321,0.6539304,0.6497905,0.6448298,0.6400474,0.6357065,0.6309535,0.6264357,0.6230043,0.6200044,0.6170216,0.6147274,0.6131047,0.6115507,0.6096286,0.6071787,0.6045102,0.6011031,0.5966523,0.5912412,0.5856318,0.5791801,0.5725636,0.566251,0.5606934,0.55507,0.5489282,0.5430884,0.5377764,0.5334628,0.5305874,0.528515
flour,0.3813942,0.3528264,0.3209541,0.3043315,0.2765131,0.2480726,0.2331425,0.2238201,0.2238757,0.2268747,0.2324022,0.2381058,0.2424845,0.2466206,0.2467516,0.2471435,0.2455822,0.2442794,0.2406545,0.2370634,0.2337515,0.2312328,0.2267584,0.2251579,0.2211715,0.2174653,0.2161292,0.213558,0.2117207,0.208952,0.2088218,0.2084956,0.2082822,0.2094852,0.2111068,0.2172591,0.2263689,0.2416481,0.2600699,0.2785922,0.2973401,0.3136557,0.3259138,0.3387783,0.3501504,0.359541,0.3684761,0.3721387,0.373049,0.3706691,0.3628277,0.3509949,0.3412153,0.3332188,0.3273667,0.3236301,0.3211062,0.3189217,0.3172646,0.3152453,0.3136099,0.3116326,0.3100207,0.3096076,0.3102546,0.3128051,0.3178939,0.3240583,0.3326333,0.3430475,0.3544183,0.3654471,0.377383,0.3873204,0.3969647,0.4073544,0.4181751,0.4317719,0.4506579,0.4747087,0.5019942,0.5308842,0.5618035,0.5912715,0.6133665,0.6313887,0.6444472,0.6521931,0.6564217,0.6590825,0.6605552,0.6604171,0.6591084,0.6553927,0.6518521,0.6476633,0.6431136,0.6380467,0.6338171,0.6293523,0.6252055,0.6218135,0.6191335,0.6161919,0.6136039,0.6118466,0.6102282,0.6082785,0.6061798,0.6032282,0.599823,0.5949568,0.5899885,0.5844165,0.5780733,0.5715877,0.5649647,0.5594331,0.5542353,0.5482676,0.5419701,0.5368337,0.5325574,0.5297468,0.5281458
salt,-0.3126732,-0.3046562,-0.2994214,-0.2936363,-0.2899579,-0.2861985,-0.2805642,-0.2773066,-0.2747243,-0.273485,-0.2747068,-0.2758075,-0.2741893,-0.2760174,-0.2761385,-0.2765426,-0.2789924,-0.2801081,-0.2805422,-0.2819637,-0.2841215,-0.2852618,-0.2862597,-0.2869937,-0.2874644,-0.2881573,-0.2883165,-0.2888285,-0.2900159,-0.2906537,-0.2909648,-0.2920391,-0.2927842,-0.2933188,-0.2940247,-0.2950299,-0.295467,-0.2961709,-0.2979971,-0.3006966,-0.3043873,-0.3092146,-0.3127283,-0.3156259,-0.3216666,-0.3283466,-0.3354179,-0.3463359,-0.3574682,-0.3626636,-0.3568834,-0.3432364,-0.330815,-0.3228669,-0.3179785,-0.3143685,-0.3122533,-0.3107539,-0.3099134,-0.3093888,-0.3090036,-0.3085611,-0.3084808,-0.3081893,-0.307763,-0.3076285,-0.3071045,-0.3068293,-0.3067707,-0.3063785,-0.3062944,-0.3068384,-0.3076182,-0.3089609,-0.3112075,-0.3140015,-0.3179235,-0.3239521,-0.32798,-0.323572,-0.3165856,-0.3147787,-0.3141572,-0.3118348,-0.3088871,-0.3064227,-0.3043235,-0.3012581,-0.2987472,-0.2970565,-0.2956771,-0.2947499,-0.2943959,-0.2946657,-0.2952706,-0.2961315,-0.2970647,-0.2982157,-0.2993687,-0.3005169,-0.3017356,-0.303284,-0.3040799,-0.3045101,-0.303967,-0.3032386,-0.3026369,-0.3024287,-0.3021166,-0.3017644,-0.3019595,-0.3016796,-0.3017989,-0.302035,-0.3020748,-0.3025572,-0.3029669,-0.3034753,-0.3040923,-0.3041166,-0.3030187,-0.3027228,-0.3038175,-0.3047114,-0.305754
salt,-0.3106721,-0.3021236,-0.2973442,-0.2919352,-0.2877203,-0.2838978,-0.2785536,-0.2747693,-0.2724293,-0.2720345,-0.2725162,-0.272862,-0.2721945,-0.2737038,-0.2734668,-0.2737748,-0.2766285,-0.2777382,-0.2784392,-0.2796684,-0.2819075,-0.2831239,-0.2837668,-0.2848582,-0.2852318,-0.2859387,-0.2862549,-0.2868127,-0.2878309,-0.2885709,-0.2888408,-0.2899506,-0.2907386,-0.2911304,-0.2917307,-0.2929062,-0.2934833,-0.2941155,-0.2960504,-0.2987254,-0.3023897,-0.3074591,-0.3110848,-0.3141281,-0.3200695,-0.3268365,-0.3341659,-0.3451349,-0.3564956,-0.3615967,-0.355868,-0.341939,-0.3294942,-0.3213272,-0.3163068,-0.3127955,-0.3104692,-0.3089916,-0.308048,-0.3075299,-0.3071386,-0.3066637,-0.3065764,-0.3062917,-0.3059395,-0.3057384,-0.3052719,-0.3049595,-0.3049163,-0.304516,-0.3043227,-0.3049954,-0.3058715,-0.3072503,-0.3095019,-0.3123468,-0.3164014,-0.3226105,-0.3266314,-0.3222225,-0.3152584,-0.3134583,-0.3128933,-0.3105767,-0.3075603,-0.3051433,-0.3030109,-0.2999018,-0.2973967,-0.2956829,-0.2942464,-0.2933157,-0.292953,-0.2931835,-0.2937792,-0.2946267,-0.295549,-0.2967269,-0.2978333,-0.298975,-0.300234,-0.301745,-0.3025643,-0.302976,-0.3024183,-0.3016676,-0.3010314,-0.3008083,-0.3004866,-0.3002128,-0.3003066,-0.3000893,-0.3002147,-0.3003982,-0.3004784,-0.3009481,-0.3013813,-0.3018774,-0.3025053,-0.3025042,-0.3014349,-0.3011614,-0.302219,-0.3031336,-0.3042288
salt,-0.3100947,-0.3025333,-0.2975625,-0.2913262,-0.2877837,-0.2833264,-0.2777789,-0.2742558,-0.2720568,-0.271578,-0.271605,-0.2721719,-0.2713576,-0.272768,-0.2724027,-0.2731195,-0.2754995,-0.2760303,-0.2770541,-0.2784747,-0.2804192,-0.2818253,-0.2826908,-0.2834962,-0.2839282,-0.2844038,-0.2846596,-0.2852165,-0.2859243,-0.2866213,-0.2871244,-0.288133,-0.2888705,-0.2893454,-0.290013,-0.2912167,-0.2916496,-0.2923901,-0.2946039,-0.2970991,-0.3007797,-0.3058414,-0.3093763,-0.3122118,-0.3182147,-0.325044,-0.3322489,-0.3428952,-0.3540226,-0.3590632,-0.3533035,-0.3397745,-0.3274033,-0.3192567,-0.3143018,-0.310848,-0.3085532,-0.3069532,-0.3060751,-0.3055598,-0.3051776,-0.3047599,-0.3045352,-0.3042972,-0.3039177,-0.3036731,-0.3031765,-0.3028772,-0.3027899,-0.3023607,-0.3023277,-0.3029239,-0.3037767,-0.3051921,-0.3074635,-0.3102831,-0.3143345,-0.3204775,-0.3246671,-0.3204008,-0.3137039,-0.3122067,-0.3117012,-0.3092959,-0.3063427,-0.3037924,-0.3015303,-0.2983092,-0.2957536,-0.2939075,-0.2924038,-0.2914091,-0.2909338,-0.2910592,-0.2914761,-0.2922473,-0.2930722,-0.2941502,-0.2952618,-0.2963467,-0.2974873,-0.2989804,-0.2997393,-0.3001409,-0.299584,-0.2988476,-0.2982119,-0.2980117,-0.2977163,-0.297354,-0.2975234,-0.2972831,-0.297434,-0.2975571,-0.2976862,-0.2981822,-0.2985909,-0.2990855,-0.2997343,-0.299846,-0.298718,-0.2983416,-0.2994102,-0.3002893,-0.3013285
salt,-0.3106698,-0.3028841,-0.298425,-0.2922478,-0.2884696,-0.2843658,-0.2788621,-0.2754213,-0.2725149,-0.2712273,-0.2722636,-0.2728939,-0.2721897,-0.2736911,-0.2735292,-0.2739477,-0.2764763,-0.2770962,-0.2777305,-0.2790108,-0.2807819,-0.2820535,-0.2830399,-0.2839223,-0.2841663,-0.2849945,-0.2851131,-0.2854271,-0.2865192,-0.2869956,-0.2875706,-0.2884828,-0.2893533,-0.2899384,-0.2905186,-0.2915531,-0.291957,-0.2927575,-0.2949173,-0.2973797,-0.3010882,-0.3060862,-0.3097358,-0.3125687,-0.3184695,-0.3253308,-0.3323389,-0.3430967,-0.3541956,-0.3592066,-0.353545,-0.3399068,-0.3276193,-0.3195121,-0.3144981,-0.3110706,-0.3087558,-0.3071541,-0.3063988,-0.3057574,-0.3053915,-0.3049622,-0.3048067,-0.3045864,-0.3040482,-0.303857,-0.3034126,-0.3030809,-0.3030281,-0.3025547,-0.3024719,-0.3031044,-0.303897,-0.3053319,-0.3076043,-0.3103775,-0.3144883,-0.3206616,-0.3248024,-0.320573,-0.3138352,-0.3123493,-0.3118055,-0.3094618,-0.3065434,-0.3040062,-0.3017727,-0.2985685,-0.2960027,-0.2942019,-0.292662,-0.2916676,-0.2911735,-0.2912972,-0.2917815,-0.2925427,-0.2933283,-0.2943856,-0.2954808,-0.2965945,-0.2977624,-0.299215,-0.2999879,-0.3004027,-0.2998098,-0.2990818,-0.2984747,-0.298268,-0.2979313,-0.2975712,-0.2977724,-0.2975242,-0.2976062,-0.2978196,-0.2978499,-0.2983539,-0.2987618,-0.2992621,-0.2999379,-0.2999928,-0.2988998,-0.2985097,-0.2995826,-0.3004654,-0.3015002
salt,-0.3109491,-0.3027734,-0.2981338,-0.2929324,-0.2881325,-0.283797,-0.2787494,-0.2753086,-0.272434,-0.271348,-0.2720889,-0.2727222,-0.2715211,-0.2734347,-0.2732056,-0.2734901,-0.2763192,-0.2770776,-0.2776845,-0.2787188,-0.2811685,-0.2822263,-0.2829542,-0.2839065,-0.2844199,-0.2850094,-0.2850158,-0.2854669,-0.2866495,-0.2869849,-0.2874405,-0.2886,-0.2892572,-0.2896844,-0.2904264,-0.2915478,-0.2918555,-0.2925968,-0.2948452,-0.2974497,-0.3010693,-0.3061145,-0.3097734,-0.3126059,-0.3185502,-0.3253782,-0.3325818,-0.3431964,-0.3543174,-0.3594257,-0.3536005,-0.3400401,-0.3276545,-0.3196359,-0.3146476,-0.3110538,-0.3087937,-0.3072972,-0.3063743,-0.3058759,-0.3054633,-0.3050576,-0.3048082,-0.3045717,-0.3041365,-0.3039225,-0.3034115,-0.303113,-0.303065,-0.302603,-0.3025079,-0.3031957,-0.3039524,-0.3053277,-0.3076476,-0.3104549,-0.3145143,-0.3206337,-0.3248175,-0.3206379,-0.3139021,-0.3123643,-0.3118524,-0.3095626,-0.3066077,-0.3040903,-0.3018841,-0.298657,-0.2961195,-0.2943237,-0.2928015,-0.2918344,-0.2912879,-0.2914199,-0.2918413,-0.2926041,-0.2934219,-0.2944956,-0.2955917,-0.2966779,-0.2978618,-0.2993154,-0.3000973,-0.3004937,-0.2999054,-0.2991618,-0.2985172,-0.2983351,-0.2980265,-0.2976649,-0.2978206,-0.2976008,-0.2977291,-0.2979015,-0.297946,-0.298437,-0.2988604,-0.2993514,-0.3000246,-0.3000966,-0.2989829,-0.2986099,-0.2996604,-0.3005214,-0.3015599
salt,-0.3116602,-0.3033124,-0.2995422,-0.2931844,-0.2888807,-0.2843383,-0.2794196,-0.2759972,-0.2730545,-0.2723659,-0.2729908,-0.2735929,-0.2723991,-0.2740541,-0.273757,-0.2742703,-0.2766526,-0.2775103,-0.2781143,-0.2794251,-0.2814629,-0.2826108,-0.2835965,-0.284317,-0.2847973,-0.2854499,-0.2854979,-0.285873,-0.2869218,-0.2876247,-0.2878878,-0.2888561,-0.2896393,-0.2900789,-0.2907009,-0.2917965,-0.2923042,-0.2929983,-0.294944,-0.2977352,-0.3014128,-0.3062766,-0.3099607,-0.3129125,-0.3188871,-0.3254471,-0.3327326,-0.3434153,-0.354433,-0.3594947,-0.3537776,-0.3402321,-0.3278288,-0.3198287,-0.3149195,-0.3113266,-0.3090222,-0.3076151,-0.3067657,-0.3061377,-0.3057065,-0.3052985,-0.3050969,-0.3048846,-0.304433,-0.3042492,-0.3036699,-0.3033754,-0.3033238,-0.3028962,-0.30278,-0.3034245,-0.3042864,-0.3055987,-0.3078641,-0.3107225,-0.3147494,-0.3208919,-0.3249833,-0.3208241,-0.3140694,-0.312536,-0.3120809,-0.3097574,-0.306843,-0.3043357,-0.3020958,-0.2989428,-0.2964131,-0.2946041,-0.2931006,-0.2921223,-0.2916093,-0.2917362,-0.2922337,-0.2929382,-0.2937358,-0.2948478,-0.2959041,-0.2970187,-0.2981597,-0.2996614,-0.3004221,-0.3008172,-0.3002589,-0.2994992,-0.2988807,-0.2986832,-0.2983679,-0.2980581,-0.2982301,-0.2979649,-0.2980964,-0.2982644,-0.2983334,-0.2988682,-0.29928,-0.2997747,-0.300423,-0.3004458,-0.2993484,-0.2989552,-0.300053,-0.300911,-0.3019387
salt,-0.3109682,-0.3027057,-0.2975908,-0.2924896,-0.2888466,-0.284439,-0.2786914,-0.2757878,-0.2732352,-0.2719935,-0.27247,-0.2733952,-0.2725362,-0.2738454,-0.273832,-0.2745447,-0.2768738,-0.2775888,-0.2783706,-0.279378,-0.2814892,-0.2828695,-0.2841451,-0.2847483,-0.2851451,-0.2859939,-0.2860675,-0.2863523,-0.2876206,-0.2881716,-0.2884354,-0.2893955,-0.2902797,-0.2908601,-0.2914405,-0.2923898,-0.2928679,-0.293657,-0.2957253,-0.2981756,-0.3018368,-0.3067487,-0.3103152,-0.3132235,-0.3191414,-0.3257637,-0.332939,-0.3436183,-0.3545956,-0.3597324,-0.3540043,-0.3404706,-0.3281924,-0.320139,-0.3153234,-0.3117895,-0.3094727,-0.3079813,-0.3071492,-0.3066,-0.3061747,-0.3057947,-0.3057181,-0.3053876,-0.3049778,-0.3048029,-0.3042485,-0.3039973,-0.3038849,-0.3034303,-0.3034358,-0.3039871,-0.3048449,-0.3061974,-0.3084207,-0.311172,-0.3151246,-0.3212593,-0.325373,-0.3211157,-0.3143987,-0.3128224,-0.3122759,-0.3100568,-0.3070787,-0.3045978,-0.3023399,-0.2992007,-0.2966776,-0.2948144,-0.2933501,-0.2923523,-0.2918524,-0.2919827,-0.292445,-0.293211,-0.2939377,-0.295008,-0.296082,-0.2971489,-0.2983091,-0.299775,-0.3005016,-0.3009109,-0.3003299,-0.2995898,-0.2989889,-0.298743,-0.2984848,-0.2981819,-0.2983312,-0.2980498,-0.2981432,-0.2983772,-0.2984237,-0.2988935,-0.29934,-0.2998248,-0.300514,-0.3006078,-0.2994898,-0.2990943,-0.3001203,-0.3010238,-0.3020467
salt,-0.3129964,-0.3045699,-0.2996202,-0.2945374,-0.2907673,-0.2863271,-0.2805487,-0.2773344,-0.2752325,-0.2739115,-0.2739472,-0.27555,-0.2745339,-0.2756816,-0.2756838,-0.2760986,-0.2784552,-0.279164,-0.2800262,-0.2812447,-0.2831265,-0.2843503,-0.28543,-0.2862591,-0.2866269,-0.2872112,-0.2872107,-0.2876844,-0.2887902,-0.2894768,-0.289783,-0.2906115,-0.2914277,-0.2919366,-0.2925072,-0.2934258,-0.294225,-0.2949768,-0.2968473,-0.2994204,-0.3030278,-0.3080425,-0.3114143,-0.3142904,-0.3202097,-0.3267614,-0.3338975,-0.3445637,-0.3556034,-0.3605476,-0.3547466,-0.3414541,-0.3292094,-0.3210305,-0.3161944,-0.3126401,-0.3104261,-0.3089887,-0.3080781,-0.3075625,-0.307086,-0.3066889,-0.3065548,-0.3062422,-0.3057516,-0.3056134,-0.305085,-0.3047891,-0.3046835,-0.3043295,-0.3042838,-0.3047619,-0.3055726,-0.3069513,-0.3092204,-0.3119949,-0.3159573,-0.3220829,-0.3261012,-0.3219094,-0.3152608,-0.3137288,-0.313165,-0.3109114,-0.3080063,-0.3055044,-0.3032684,-0.3001823,-0.2976401,-0.2957887,-0.2943411,-0.2933212,-0.2928213,-0.2929198,-0.2933851,-0.2941301,-0.2948793,-0.2958908,-0.29697,-0.29804,-0.299144,-0.3005772,-0.3013192,-0.3017092,-0.3010902,-0.3003754,-0.2997333,-0.2994969,-0.2991696,-0.2987901,-0.298981,-0.2987216,-0.2988506,-0.2990125,-0.2990796,-0.2995279,-0.2999632,-0.3004849,-0.3011154,-0.3011774,-0.3000272,-0.2996013,-0.3006335,-0.3015024,-0.3025134
salt,-0.3124445,-0.3040411,-0.2999114,-0.2939601,-0.2901815,-0.2862011,-0.2803991,-0.2767372,-0.2742051,-0.2731612,-0.274164,-0.2748416,-0.2737569,-0.2750933,-0.2751992,-0.2756507,-0.2777719,-0.2787936,-0.2796146,-0.2807485,-0.2827905,-0.2838706,-0.2852024,-0.2857902,-0.2860959,-0.2869446,-0.2869964,-0.2872612,-0.2882317,-0.2891262,-0.2894222,-0.2902269,-0.291049,-0.2917076,-0.2922953,-0.2932617,-0.2938315,-0.2945572,-0.2966462,-0.2991914,-0.3028697,-0.3078309,-0.3113759,-0.3142386,-0.3202313,-0.3267047,-0.3338723,-0.344686,-0.355561,-0.3606899,-0.3548995,-0.3414699,-0.3290899,-0.3210449,-0.3161201,-0.312605,-0.3104214,-0.3088288,-0.3079602,-0.307447,-0.3070434,-0.3065854,-0.3064246,-0.3060727,-0.305708,-0.3055389,-0.3050003,-0.3047426,-0.3046561,-0.3042454,-0.3041588,-0.3047345,-0.3055694,-0.3069184,-0.3091577,-0.3119352,-0.3159744,-0.3221525,-0.3262474,-0.3220966,-0.3154213,-0.3138713,-0.3134249,-0.3111978,-0.3082437,-0.3057696,-0.3035409,-0.3004453,-0.297897,-0.2960349,-0.2945943,-0.29355,-0.2929387,-0.2930668,-0.2935687,-0.2942423,-0.29494,-0.295986,-0.2969888,-0.2980657,-0.2991926,-0.3006049,-0.301327,-0.3017217,-0.3011291,-0.3003756,-0.2997705,-0.2995137,-0.2991856,-0.2988622,-0.2990246,-0.2987714,-0.2988885,-0.2990998,-0.2991718,-0.2996751,-0.3001074,-0.3006265,-0.3012969,-0.3013888,-0.3002809,-0.2999047,-0.3009865,-0.3018498,-0.3029271
salt,-0.3118636,-0.3032639,-0.2984195,-0.293418,-0.2895271,-0.285481,-0.2797442,-0.2764326,-0.2737994,-0.2733018,-0.2738313,-0.2739935,-0.2734808,-0.2748781,-0.2746336,-0.2751288,-0.2778358,-0.2784694,-0.2792487,-0.2805709,-0.2826097,-0.2837557,-0.2846118,-0.2854327,-0.2857566,-0.2864662,-0.2867707,-0.2870493,-0.288158,-0.2886824,-0.2891328,-0.2900437,-0.2907752,-0.291311,-0.2918927,-0.2930107,-0.2934866,-0.2943683,-0.2964371,-0.2989938,-0.3026869,-0.3076131,-0.3111878,-0.3140371,-0.319871,-0.3266691,-0.3337303,-0.3444809,-0.3555555,-0.3606048,-0.3548731,-0.3413161,-0.3290307,-0.320973,-0.316016,-0.3125481,-0.3103185,-0.308786,-0.3079034,-0.3073624,-0.3069191,-0.3066063,-0.3063897,-0.3061709,-0.3056684,-0.3055053,-0.3050179,-0.3046674,-0.3045632,-0.3041362,-0.3040948,-0.304659,-0.3054465,-0.3068411,-0.3090598,-0.3118596,-0.3158646,-0.3220278,-0.3261107,-0.3218989,-0.3152415,-0.3137788,-0.3132735,-0.3110009,-0.3080804,-0.3056061,-0.3033821,-0.3002491,-0.2977099,-0.295926,-0.2943891,-0.2933453,-0.2928035,-0.2929114,-0.2933185,-0.2940277,-0.2947667,-0.295792,-0.2967813,-0.2978509,-0.2990083,-0.3004419,-0.3011569,-0.3015569,-0.3009568,-0.3002556,-0.2996135,-0.2993802,-0.2990785,-0.2987384,-0.2989143,-0.2986419,-0.2988202,-0.2989983,-0.2990993,-0.2995894,-0.2999759,-0.3005559,-0.3012286,-0.3012995,-0.300175,-0.2998201,-0.3008834,-0.3017242,-0.3027863
salt,-0.3261912,-0.3180549,-0.3131681,-0.3073795,-0.3029548,-0.2986107,-0.2929899,-0.2888931,-0.2869293,-0.2860852,-0.2863289,-0.2867346,-0.285578,-0.2871663,-0.2867235,-0.28716,-0.2896847,-0.2908433,-0.2917358,-0.2924634,-0.2945718,-0.2959981,-0.2966306,-0.2976874,-0.2978569,-0.2984245,-0.298796,-0.2991221,-0.3001563,-0.3006316,-0.300876,-0.3021477,-0.3027976,-0.3031922,-0.3038439,-0.3049546,-0.3054036,-0.3063034,-0.3083062,-0.3109019,-0.3146445,-0.3198869,-0.3235495,-0.3265144,-0.3325205,-0.3393472,-0.3469246,-0.3578673,-0.3692071,-0.3745224,-0.3685991,-0.3543795,-0.3417214,-0.3333635,-0.3281741,-0.324531,-0.3221168,-0.3205202,-0.3196006,-0.3189605,-0.3185141,-0.3180536,-0.3178597,-0.3175747,-0.3170724,-0.3167454,-0.3162829,-0.3159231,-0.3157491,-0.3152741,-0.3152195,-0.3158046,-0.3165819,-0.3178993,-0.3202227,-0.3231015,-0.327173,-0.3334572,-0.3375498,-0.3330027,-0.3258262,-0.3239824,-0.3232706,-0.3207771,-0.3175857,-0.3149143,-0.31262,-0.3093162,-0.3067457,-0.3049238,-0.3033822,-0.3024292,-0.3020114,-0.3022409,-0.3028035,-0.3036327,-0.3045711,-0.3057863,-0.3069656,-0.3081575,-0.3094552,-0.3109917,-0.3118403,-0.3122981,-0.311738,-0.3109857,-0.3103999,-0.3102138,-0.3099478,-0.3095784,-0.3097508,-0.3095769,-0.3096759,-0.3099271,-0.3099849,-0.3105167,-0.310942,-0.3114997,-0.3122158,-0.3123406,-0.3112098,-0.3108347,-0.3119419,-0.3129146,-0.3141012
